pplfair,pplhlp,ppltrst,rdtot,tvtot,euftf,gincdif,polintr,stfeco,stfedu,stfgov,stfhlth,stflife,trstplc,trstplt,trstun,imbgeco,aesfdrk,atcherp,happy,health,inprdsc,rlgdgr,sclmeet,ccnthum,impenva,impfreea,impfuna,impricha,impsafea,imptrada,ipadvnta,ipcrtiva,ipeqopta,iplylfra,ipmodsta,ipudrsta,P_fc,GroupCntry
5,4,2,1,4,5,3,4,5,6,3,0,6,0,0,0,10,1,1,7,2,1,5,6,5,2,2,3,3,2,2,5,2,2,2,2,3,37,3
5,2,6,2,5,5,1,3,2,3,3,2,3,1,2,1,5,3,10,5,3,2,8,6,5,2,4,5,4,1,2,4,2,3,2,3,2,26,4
2,3,0,4,5,2,1,4,2,5,2,6,4,3,0,3,1,2,0,5,1,1,2,7,55,2,4,4,2,4,4,5,2,2,3,3,3,6,4
0,0,0,0,7,5,2,4,5,0,5,4,5,3,0,0,0,2,0,4,3,1,6,6,4,2,2,3,5,2,2,5,2,2,2,2,2,28,1
5,1,3,3,4,5,1,3,3,5,2,6,4,6,4,6,5,1,0,2,2,5,7,6,5,2,2,2,5,2,2,5,2,1,2,2,2,14,2
0,0,10,0,5,5,2,4,5,3,5,0,4,3,1,4,4,2,0,6,1,1,4,4,3,2,2,3,3,2,2,5,2,2,2,2,3,37,3
6,8,6,0,3,5,1,4,4,5,3,6,10,5,5,5,4,1,0,8,1,4,0,6,4,2,1,2,2,4,4,2,2,3,3,4,4,1,4
5,5,3,0,7,5,2,2,0,3,0,2,5,0,0,0,5,4,0,7,2,4,5,6,5,2,2,3,3,2,2,5,2,2,2,2,3,13,3
5,4,3,0,4,2,3,3,3,6,5,2,5,4,4,4,3,2,4,5,3,2,3,4,4,1,3,5,4,3,3,6,3,2,3,3,3,4,4
5,0,3,0,4,4,1,4,3,4,0,3,6,4,0,0,0,3,4,6,2,0,0,7,5,2,1,5,4,1,1,6,2,1,1,1,4,6,2
4,5,4,2,6,5,1,3,4,4,4,5,6,6,2,4,6,2,10,5,3,2,2,5,4,1,1,3,3,2,5,4,2,1,1,2,1,6,2
3,0,0,0,5,0,1,2,0,5,0,5,10,0,0,5,0,1,10,10,3,1,10,3,1,1,2,1,2,2,1,5,5,2,1,1,4,6,2
3,4,3,2,4,4,3,3,3,5,4,3,3,0,0,2,4,2,0,3,2,1,0,7,4,3,4,4,5,4,4,3,4,3,5,5,3,29,3
1,3,3,3,6,4,2,3,0,0,1,0,1,1,1,0,2,1,4,2,2,2,10,4,55,3,2,4,3,3,3,3,3,2,3,2,5,14,2
10,0,0,0,2,0,4,4,0,5,0,2,0,5,0,0,2,3,0,9,1,2,10,7,4,2,2,2,5,1,2,2,4,2,2,2,3,37,3
8,9,5,1,4,5,4,3,5,5,5,5,5,5,5,4,4,1,9,5,2,1,5,3,4,2,2,5,4,2,5,2,6,2,5,5,2,1,0
6,3,5,0,4,6,2,2,4,4,3,3,6,6,4,6,4,2,5,6,2,2,3,4,3,2,2,3,4,2,3,2,3,3,2,3,2,22,4
0,5,0,7,4,5,3,3,5,3,4,5,5,5,5,5,5,2,9,8,2,1,6,3,3,2,2,3,5,2,2,5,2,2,2,2,2,18,4
10,10,4,2,5,5,5,1,5,5,5,5,10,10,5,5,5,2,10,10,3,4,0,3,1,1,2,1,6,5,2,6,3,5,2,5,4,5,0
3,4,1,7,4,4,1,3,0,0,0,2,2,3,0,0,5,1,0,5,3,1,5,7,5,2,2,2,5,2,2,5,2,1,2,2,2,6,2
5,2,4,1,6,4,3,2,5,4,5,5,5,2,4,5,5,1,0,5,2,3,8,3,4,2,2,2,2,3,4,3,2,2,3,4,2,16,0
7,4,6,4,2,6,2,2,6,3,4,5,5,6,3,5,3,2,5,5,3,2,7,4,5,1,1,4,5,1,2,4,3,1,1,2,1,16,0
2,2,2,1,4,3,1,3,2,1,2,3,2,3,4,4,5,3,0,4,3,2,4,7,5,2,4,2,4,5,2,4,5,4,3,4,4,19,1
1,2,0,0,4,3,2,4,0,0,0,4,2,10,0,2,3,3,5,6,2,3,1,2,4,2,2,2,5,2,2,5,2,1,2,2,2,6,2
8,5,2,0,2,10,1,2,3,0,5,0,4,2,5,5,1,2,8,5,2,2,6,4,4,1,1,5,2,1,3,6,1,1,1,2,2,29,4
6,6,6,0,3,4,2,3,3,4,6,4,6,5,4,5,6,3,1,6,2,1,5,2,5,2,4,5,3,2,3,6,2,3,2,2,3,22,1
3,1,1,0,6,1,2,3,3,0,1,3,3,1,3,1,3,4,8,3,3,3,9,6,3,3,2,6,4,2,1,6,3,2,2,6,5,24,1
2,1,5,0,6,10,4,3,5,2,1,0,10,5,0,5,5,1,10,8,3,4,7,5,4,1,1,1,5,1,1,1,1,1,1,1,1,6,2
2,1,2,1,3,2,4,1,4,0,2,0,3,2,0,0,5,3,1,5,4,2,0,6,5,5,2,6,5,1,6,5,2,1,1,2,2,5,4
5,3,1,3,4,1,1,3,1,3,2,1,5,5,1,3,3,3,1,5,3,2,3,5,2,2,1,3,5,2,2,4,3,3,2,2,2,5,4
8,2,4,3,2,5,4,4,2,4,0,6,5,2,1,4,6,2,1,8,2,2,0,6,2,3,2,1,2,2,3,1,1,5,3,5,4,4,4
3,1,5,0,3,10,1,2,0,2,0,2,5,2,1,4,2,2,9,10,2,0,5,6,5,4,1,4,1,3,2,5,4,1,2,5,2,26,3
6,5,6,3,2,5,3,3,5,4,4,5,6,5,5,5,5,3,1,6,2,3,4,5,4,2,3,3,4,2,2,5,3,2,2,3,3,6,2
7,5,1,0,4,4,3,2,4,3,1,3,10,3,2,5,5,1,3,10,1,4,10,6,3,2,3,3,5,3,2,5,3,2,2,2,2,18,4
6,5,5,0,3,6,3,2,3,5,5,5,5,5,4,5,5,3,0,4,3,1,4,4,5,3,3,3,2,3,4,3,3,3,3,4,3,29,4
4,4,4,0,3,5,3,3,4,3,2,3,5,2,2,1,4,2,10,5,2,4,4,5,5,4,2,3,5,3,3,4,3,4,5,5,4,26,4
4,3,3,3,5,4,4,4,5,5,6,5,4,6,6,5,1,2,5,6,2,2,5,1,3,3,3,4,4,4,3,3,3,3,3,3,3,14,2
3,4,0,1,4,0,1,3,1,5,1,4,6,1,0,2,2,3,6,6,3,2,1,4,2,2,2,3,4,3,2,3,2,4,2,2,2,14,2
3,5,5,0,6,0,3,1,4,4,3,5,3,5,4,2,5,3,10,4,4,2,0,2,1,1,2,4,5,4,3,5,3,2,3,5,5,16,4
1,0,2,7,4,2,3,4,0,0,0,0,0,1,0,1,1,2,6,5,2,0,8,1,55,2,3,2,6,3,2,8,4,2,3,4,3,24,4
4,8,5,0,4,4,1,3,0,0,3,0,5,4,0,4,5,3,5,6,3,1,0,4,4,1,4,5,3,1,6,5,2,1,1,1,1,14,2
1,3,2,4,6,5,2,3,5,3,5,5,5,4,5,6,5,2,4,5,1,2,5,3,1,3,4,4,3,3,4,4,4,4,4,2,3,10,1
5,5,5,1,6,2,3,2,3,1,2,1,5,1,1,1,5,3,0,5,3,2,5,4,55,2,2,2,2,3,3,6,3,2,2,2,2,16,4
3,3,0,0,5,5,5,3,0,0,0,0,0,0,0,0,5,4,0,0,3,4,5,3,5,1,8,2,4,3,8,4,2,3,5,6,8,27,1
3,2,3,0,4,5,2,3,5,5,5,2,5,6,1,5,5,3,4,3,4,0,8,3,5,5,5,5,5,5,3,5,5,5,5,5,5,33,1
3,5,0,4,0,10,1,2,4,3,10,6,10,5,0,0,5,1,5,10,3,3,7,5,4,1,1,1,4,1,1,5,1,1,1,1,1,21,1
3,1,3,3,5,5,1,2,1,2,10,2,1,3,3,1,1,4,1,7,3,4,10,7,5,1,3,3,4,1,1,5,3,1,2,1,1,28,1
6,6,4,0,2,3,3,3,5,5,5,5,4,5,5,5,2,3,0,5,3,2,7,5,4,3,3,3,3,2,3,4,5,3,3,4,4,19,1
6,5,3,6,4,5,3,3,6,5,4,4,3,2,6,6,3,2,5,7,2,4,4,6,2,3,3,4,3,2,3,5,3,4,3,4,4,24,1
2,3,4,0,7,0,1,4,0,0,0,1,3,1,0,0,0,3,0,8,4,2,8,6,3,1,1,3,5,2,1,4,1,1,1,3,2,37,3
7,4,5,1,5,5,2,2,0,5,4,5,0,0,4,0,0,1,5,5,3,1,0,7,5,9,3,9,3,1,9,9,1,1,9,3,3,8,0
6,3,4,4,4,1,4,2,3,4,4,4,4,5,2,6,6,3,10,7,4,1,1,2,3,1,1,4,4,1,3,3,1,1,2,2,1,2,4
5,5,5,0,3,5,4,4,5,3,5,4,5,6,0,5,6,2,0,5,3,0,0,7,3,5,2,4,5,5,6,2,5,2,2,2,2,33,1
10,5,5,0,3,5,3,3,3,10,0,1,10,5,3,5,5,3,0,10,1,3,5,4,5,3,2,2,2,1,3,4,4,1,3,2,2,20,0
7,6,4,0,7,6,2,3,2,5,1,3,3,4,2,1,2,2,2,3,4,3,0,4,4,2,2,3,5,2,3,4,3,2,2,2,2,6,2
0,0,0,4,7,0,2,4,0,0,0,0,0,4,0,0,0,3,0,3,2,1,10,3,2,2,3,5,5,2,1,5,5,2,3,2,3,14,2
5,0,0,2,2,4,2,4,0,0,0,0,10,2,0,5,4,2,5,9,3,6,3,5,3,2,1,2,5,5,1,5,1,1,2,1,2,6,2
0,0,0,0,2,10,5,4,0,2,0,5,0,0,0,0,0,1,10,0,1,0,4,7,55,1,1,2,1,5,6,1,1,2,1,5,5,4,3
3,3,3,0,4,5,4,2,3,1,3,2,3,3,2,2,4,1,1,7,3,4,0,3,55,3,3,2,5,4,3,2,2,4,2,4,5,11,1
6,4,4,0,4,4,2,2,5,5,4,4,4,2,4,4,4,2,9,5,2,0,4,2,3,2,2,3,3,2,2,5,2,2,2,2,3,13,3
4,2,2,0,4,6,2,3,3,6,4,1,6,1,0,1,4,2,10,8,2,3,6,4,1,1,1,2,2,1,1,2,2,1,2,3,2,18,4
6,2,2,0,6,2,1,2,1,0,1,0,5,1,1,0,0,3,1,5,3,2,3,2,3,6,4,4,4,1,3,6,1,1,3,3,3,29,3
1,0,0,0,7,1,4,2,0,6,1,6,6,5,0,1,2,2,2,7,2,4,5,6,3,1,1,3,3,1,2,5,4,3,1,4,4,14,2
5,0,0,2,1,0,1,4,0,0,3,0,3,0,0,5,0,4,9,8,3,4,0,6,5,2,2,5,6,1,1,5,4,1,1,1,1,6,2
1,1,1,2,3,3,2,2,1,1,1,1,2,1,1,3,1,3,2,5,2,1,3,6,5,2,2,4,4,2,3,4,2,1,1,2,1,31,1
3,3,2,0,4,5,2,4,4,4,4,2,4,3,3,4,3,3,8,4,3,0,9,3,2,2,2,1,1,3,1,1,2,3,1,2,2,29,3
5,5,6,5,2,5,2,2,5,3,3,3,6,10,4,5,5,3,3,6,3,3,0,6,3,4,1,3,5,2,3,4,1,2,1,5,2,5,0
4,5,5,0,1,5,1,3,2,5,0,3,5,4,0,3,0,2,6,6,3,2,6,6,3,4,2,3,4,1,1,5,3,1,3,3,3,14,2
2,4,2,1,4,3,2,3,5,3,4,4,3,5,1,2,1,2,6,7,3,3,6,4,4,3,3,3,3,3,3,3,2,3,4,2,3,11,1
2,5,5,0,0,5,1,1,0,0,3,1,6,5,0,6,10,2,10,5,3,4,7,4,5,2,2,2,5,2,2,5,2,1,2,2,2,14,2
5,5,5,0,4,5,2,2,3,5,0,5,6,5,3,5,5,2,1,6,3,2,0,4,5,2,3,4,4,2,2,4,2,2,2,3,3,4,3
2,3,2,7,3,5,1,4,0,3,0,2,3,3,0,0,4,3,1,2,2,1,5,5,55,4,1,3,3,4,5,3,2,2,1,5,5,22,4
5,5,3,2,6,2,1,2,3,4,3,1,5,2,1,2,1,3,1,5,4,4,5,6,55,2,2,2,4,2,2,5,3,3,1,3,3,11,1
7,2,5,5,2,10,4,1,2,2,6,5,6,6,3,6,6,2,0,6,3,3,0,6,2,5,4,5,5,5,4,5,2,1,2,2,2,8,4
5,6,1,0,6,6,1,2,2,5,3,4,6,5,4,6,2,1,5,7,3,4,5,7,5,1,1,3,5,1,2,5,3,1,2,1,1,21,1
5,6,4,0,6,3,3,2,4,3,3,1,6,4,3,3,2,2,1,1,2,3,5,5,3,2,1,3,3,2,2,2,2,1,1,3,2,29,3
0,0,0,0,5,0,2,4,0,0,0,0,6,0,0,0,5,1,2,10,2,3,10,6,3,2,3,5,6,3,2,6,4,1,2,1,3,14,2
1,1,0,7,7,4,2,4,3,3,3,0,6,5,3,6,1,2,1,10,4,4,0,3,4,2,3,5,5,2,2,3,2,2,2,8,3,21,1
5,7,0,2,6,5,3,2,0,0,0,5,5,5,0,0,10,1,9,9,1,4,5,6,5,1,1,4,5,1,1,5,1,1,1,1,1,13,3
5,3,5,2,6,5,2,2,3,6,1,4,6,5,2,6,6,2,0,7,3,5,7,4,5,2,2,4,5,2,2,4,2,2,2,2,3,18,1
2,1,2,0,0,1,3,1,0,0,0,3,2,4,1,0,4,3,2,7,2,4,9,4,1,2,2,2,5,2,2,5,2,1,2,2,2,6,2
3,3,3,2,5,5,2,3,3,6,4,6,5,5,5,5,4,2,0,5,3,2,2,4,55,2,2,5,5,2,5,6,3,2,4,2,4,21,1
4,1,2,6,3,5,3,4,2,4,0,1,3,2,0,0,2,3,2,4,4,2,1,4,5,3,2,4,4,3,4,6,4,3,2,4,4,26,3
3,3,4,2,5,3,4,3,5,3,3,3,3,2,2,1,4,3,10,4,4,1,3,4,55,3,3,2,3,4,3,4,2,2,2,5,4,26,3
5,5,5,4,6,0,4,2,10,5,10,3,10,5,2,0,0,1,0,10,3,6,5,7,3,1,1,1,1,1,1,1,1,1,1,1,1,37,3
5,2,5,2,4,5,1,3,4,4,3,5,6,3,1,6,5,2,0,6,1,1,0,4,2,1,1,1,5,3,1,3,4,2,2,2,2,8,0
5,2,5,1,3,5,2,4,0,5,5,5,10,5,0,5,5,2,0,9,1,2,1,7,5,1,3,1,4,2,4,2,2,1,1,2,1,6,2
5,4,4,3,5,3,2,3,3,4,1,3,5,5,2,6,3,2,0,6,2,3,1,4,5,2,8,3,3,1,2,2,2,3,3,8,8,4,3
5,5,5,3,1,3,2,2,2,4,2,2,5,0,0,3,6,3,10,5,3,3,5,4,55,2,3,5,6,2,5,5,4,3,2,2,3,19,1
6,5,2,4,2,6,2,4,3,2,2,5,2,5,5,3,2,2,3,3,2,1,0,3,5,4,4,4,5,4,6,4,2,4,4,4,3,11,1
1,1,1,0,6,2,2,3,0,1,0,1,4,0,0,4,1,2,6,4,3,1,5,5,3,2,2,4,3,2,2,2,2,3,2,3,2,27,1
5,0,2,4,1,2,1,4,0,4,0,5,0,5,4,4,0,1,0,10,3,3,10,6,5,1,1,4,5,1,1,6,4,1,1,1,4,8,0
8,5,0,0,6,0,1,3,5,5,0,6,10,3,0,0,0,2,1,8,3,1,0,6,5,1,4,3,4,1,6,1,2,1,1,6,1,8,0
1,0,0,5,5,5,2,3,4,1,0,2,5,1,0,1,3,3,0,7,1,2,0,6,4,2,1,2,5,3,5,4,1,2,2,3,2,5,0
4,5,5,0,1,5,2,3,5,6,4,6,6,5,4,5,5,3,3,7,2,2,7,4,4,2,1,1,4,2,3,2,1,1,1,1,1,2,0
4,6,3,5,6,5,2,3,5,5,5,5,5,5,5,5,5,3,5,5,4,2,10,2,3,2,2,2,5,2,2,5,2,2,2,2,2,1,0
3,3,3,1,4,5,2,2,3,4,4,4,3,4,4,4,3,2,10,5,2,2,0,4,5,5,4,6,3,4,4,4,4,5,5,6,4,6,4
0,0,0,3,2,0,2,3,0,0,0,0,4,0,0,0,2,4,0,4,2,2,0,7,5,3,2,4,4,2,2,3,2,2,2,2,2,5,0
6,3,5,1,2,3,1,4,5,5,2,5,6,5,5,3,5,3,3,5,2,2,2,4,5,1,2,3,4,1,3,5,3,1,2,1,3,8,0
4,2,4,7,4,4,3,4,2,4,3,2,2,3,0,1,5,3,4,3,2,3,5,4,4,2,2,3,5,2,2,5,2,2,2,2,2,28,4
5,5,2,0,4,4,3,2,5,6,6,3,3,5,5,5,4,2,7,5,4,3,7,5,55,3,1,6,4,2,2,6,3,3,3,3,3,14,2
6,3,5,0,4,5,1,4,1,5,2,3,3,2,1,2,1,2,10,3,2,3,1,7,3,4,1,1,2,1,4,5,4,2,1,3,3,6,2
5,5,5,4,4,0,4,2,10,5,10,3,10,5,2,0,0,1,0,10,3,6,5,7,3,1,1,1,1,1,1,1,1,1,1,1,1,37,4
3,5,5,3,5,5,1,3,2,4,1,2,5,5,1,2,5,3,8,8,3,2,5,7,3,2,2,2,5,2,2,5,3,1,2,2,2,6,2
1,1,0,5,4,5,1,3,2,6,4,5,10,4,3,5,5,2,10,10,3,2,7,7,55,4,1,2,2,4,5,2,2,3,1,3,2,21,4
3,3,3,4,3,5,1,2,3,0,0,5,10,6,1,0,2,4,10,10,2,2,7,3,5,2,1,4,5,2,1,5,2,2,1,2,2,6,4
10,10,0,0,3,10,2,2,10,10,10,10,10,10,0,0,10,1,10,10,2,4,0,6,55,2,2,3,3,2,2,5,2,2,2,2,3,37,3
5,3,4,1,2,2,3,3,4,4,5,4,5,3,3,4,1,3,6,5,2,1,3,2,4,3,2,3,2,2,3,2,2,2,3,2,2,14,2
5,2,4,0,4,1,2,3,1,2,2,5,4,2,2,3,1,4,4,3,3,2,3,7,4,4,4,4,2,1,3,6,1,1,3,1,2,8,0
10,0,10,2,2,0,2,4,10,10,10,10,10,10,10,10,5,2,10,10,1,1,10,6,4,2,6,1,1,1,1,1,1,1,1,1,1,2,0
1,1,0,4,0,6,1,2,2,4,0,5,3,1,1,0,10,2,2,5,3,2,5,1,3,2,2,2,3,2,3,2,4,1,2,2,2,1,0
6,6,10,0,6,5,2,1,3,5,5,5,4,4,4,5,3,2,0,5,3,1,5,6,4,1,2,1,3,2,1,1,2,2,2,1,1,29,3
0,0,0,0,5,5,1,2,3,3,3,5,6,4,5,5,5,2,6,5,4,4,0,2,55,2,2,2,6,5,2,5,2,1,2,1,1,2,0
1,1,1,1,5,0,2,3,1,4,1,4,5,2,0,2,2,4,4,5,4,1,9,2,4,1,2,5,3,1,1,6,3,2,2,3,4,14,2
5,7,5,3,3,5,2,3,6,5,5,5,10,4,4,5,5,2,9,10,1,6,5,7,1,3,1,1,6,2,4,2,1,1,2,2,1,6,2
1,0,1,0,4,5,2,3,0,1,0,1,2,0,0,0,2,2,0,5,2,2,5,7,2,2,2,4,3,2,2,5,2,2,2,3,4,37,3
5,8,5,1,5,0,2,2,3,1,0,4,3,4,0,5,5,3,10,3,3,1,5,1,4,2,2,5,5,1,2,5,2,2,2,2,2,22,1
4,7,2,3,7,10,2,3,0,2,2,5,6,4,0,6,6,2,8,8,3,4,8,6,5,1,2,5,3,1,2,6,3,2,2,2,2,14,2
1,2,2,4,2,5,3,3,5,4,5,4,0,5,3,3,5,2,0,1,5,2,0,2,5,3,2,2,5,3,3,2,3,2,3,2,2,21,4
4,4,2,4,2,2,3,4,0,0,0,6,1,5,0,4,2,1,0,5,3,1,5,2,5,2,2,1,5,3,1,3,1,3,2,2,3,8,0
6,7,5,3,2,5,2,3,4,4,4,6,3,6,3,5,5,3,5,4,4,1,2,2,3,2,2,4,4,3,2,6,2,3,2,3,4,14,2
4,3,3,3,4,5,2,4,4,6,2,2,2,6,1,1,6,2,8,2,4,2,2,2,5,2,5,5,5,2,3,5,4,2,2,3,3,4,3
2,3,0,1,5,0,1,3,1,1,1,3,6,6,2,4,5,2,10,7,3,1,6,5,3,2,3,4,4,2,2,4,2,1,2,2,3,14,2
6,3,6,0,7,1,1,3,3,5,3,5,10,5,4,6,4,3,7,10,2,2,7,3,4,1,2,3,3,1,2,4,2,1,2,1,2,14,2
5,1,1,0,3,6,1,3,1,1,0,6,3,2,0,0,0,3,9,7,4,4,5,6,4,1,3,5,6,2,2,6,1,2,2,2,3,6,2
5,5,3,1,5,5,3,3,2,1,5,1,5,5,2,2,5,2,0,3,4,3,0,7,4,1,3,5,5,1,4,5,3,2,1,2,2,5,0
5,6,2,0,4,5,1,4,2,5,1,0,10,10,0,0,0,3,9,10,3,3,5,6,55,2,3,3,6,3,2,6,3,2,2,2,2,6,4
4,3,5,0,3,5,2,3,4,4,4,4,6,3,4,5,6,2,6,5,2,3,10,6,4,3,2,3,5,3,1,3,2,1,1,2,2,8,0
6,3,4,3,2,0,3,3,3,0,2,5,5,5,3,3,0,1,0,7,1,3,7,7,5,3,4,2,5,2,1,1,2,1,1,2,2,20,0
0,0,1,7,4,0,1,3,3,5,1,0,1,5,0,2,0,3,2,8,3,1,4,5,3,1,1,6,5,2,1,6,5,2,1,2,1,24,1
7,7,4,3,4,3,2,1,2,5,3,5,10,0,0,5,4,2,4,8,1,3,0,5,3,2,2,2,5,1,5,4,2,2,2,2,2,6,2
5,5,2,0,2,1,2,4,5,5,1,6,5,5,1,5,0,2,6,6,3,0,5,4,4,2,3,2,5,1,3,5,4,6,2,2,4,14,2
6,5,5,4,4,0,5,3,6,6,6,6,6,6,6,6,1,1,10,6,1,4,7,4,55,2,2,2,2,2,2,2,2,3,2,2,2,10,1
1,1,1,1,4,5,4,2,5,5,5,6,6,2,4,5,6,2,10,4,3,2,2,5,5,2,2,2,5,2,2,5,2,1,2,2,2,14,2
4,4,6,6,5,4,2,3,3,3,3,3,6,4,1,3,3,3,0,7,1,1,7,6,4,2,3,2,5,4,3,5,3,3,3,2,3,10,1
5,6,4,0,4,5,2,2,3,3,2,3,4,4,1,3,4,2,10,6,3,4,4,4,55,2,5,4,5,1,4,5,3,3,2,2,2,6,2
1,3,1,0,6,5,2,4,2,5,2,3,5,6,0,3,6,1,10,9,3,2,0,7,5,2,2,2,5,2,3,5,4,1,2,2,2,6,2
1,2,1,4,5,6,1,1,3,6,5,0,4,0,2,10,6,3,10,7,4,1,7,2,5,3,1,3,6,1,3,5,2,2,3,1,3,29,3
2,4,0,1,4,4,2,3,5,5,4,4,6,4,2,6,2,3,0,6,3,4,8,7,55,1,3,2,5,2,2,3,2,2,2,3,3,11,1
5,3,3,0,5,0,2,3,3,5,3,6,6,4,0,5,6,1,10,6,2,2,0,6,5,1,2,1,3,3,6,5,3,1,1,2,4,8,0
3,4,4,1,2,3,2,2,3,4,3,3,3,2,2,1,4,2,10,4,1,2,5,3,4,2,1,2,1,2,2,1,2,1,1,4,2,29,3
4,2,1,3,7,5,1,4,0,4,0,6,10,0,0,0,10,1,3,10,2,2,0,4,5,1,1,2,5,2,2,4,2,2,1,2,1,6,2
3,3,2,0,2,10,2,2,1,2,2,2,5,5,1,2,5,2,9,7,2,4,5,4,4,2,2,2,5,2,2,5,2,2,2,2,2,5,0
5,4,5,3,2,5,1,2,0,0,0,0,4,4,4,2,6,2,1,7,2,4,10,6,2,2,1,5,5,1,3,5,1,1,1,1,1,14,2
2,4,5,0,5,5,2,3,5,5,1,2,10,3,4,5,5,2,10,5,3,3,5,6,5,2,2,2,5,2,2,5,2,1,2,2,2,14,2
2,7,1,5,2,3,3,2,4,4,5,4,4,10,4,3,5,1,5,10,3,1,5,4,4,1,3,3,2,2,1,4,3,3,2,2,2,29,3
5,4,6,0,2,0,2,3,6,6,5,6,10,6,3,5,5,2,10,10,2,2,5,6,55,2,1,3,3,1,2,1,1,1,1,4,1,6,2
4,4,4,0,3,5,1,3,2,4,3,3,4,2,2,3,3,2,9,5,2,1,5,5,3,6,4,3,2,3,4,1,1,2,5,2,2,29,3
10,0,0,0,2,10,1,4,0,0,0,5,10,5,0,0,3,2,9,10,3,2,10,7,1,2,1,6,4,1,2,6,2,2,2,1,2,14,2
3,3,2,0,6,6,2,3,1,2,1,2,6,3,1,5,2,2,10,6,3,1,5,5,5,3,3,2,3,4,3,3,3,3,3,4,3,11,1
4,4,3,4,6,5,2,3,3,5,3,3,5,3,3,4,3,2,10,5,2,2,4,7,5,3,2,3,3,3,3,2,1,2,3,3,2,18,1
8,5,5,7,7,6,2,2,5,5,6,5,6,1,0,1,5,2,6,6,2,1,5,3,4,1,2,4,3,1,1,4,2,3,1,2,2,30,1
6,8,6,1,1,5,1,1,0,0,0,0,4,0,0,0,0,4,0,6,2,2,2,5,5,1,1,2,4,1,3,2,2,1,1,1,2,10,1
4,3,2,0,6,4,2,4,1,4,1,2,6,2,0,4,0,2,9,5,2,1,0,2,4,2,1,3,2,1,5,3,2,1,2,5,3,4,3
4,5,5,4,3,5,2,2,2,4,3,4,5,6,5,5,5,1,0,5,2,4,3,5,3,2,1,1,3,2,3,3,2,1,1,2,2,5,0
5,5,5,1,2,5,2,2,2,3,3,6,6,4,2,2,4,2,2,7,2,5,7,5,55,3,2,3,4,3,3,3,4,3,3,2,3,8,0
4,3,4,1,6,4,5,4,3,5,3,4,4,3,3,2,3,2,0,4,1,3,2,7,2,2,4,4,4,3,4,6,3,5,3,3,5,19,1
4,2,2,0,4,1,1,3,3,3,3,3,2,1,1,1,1,2,10,4,3,1,5,6,5,2,2,2,3,2,3,3,5,2,2,2,3,33,1
6,5,6,0,6,2,1,4,4,5,2,6,6,6,0,6,2,3,4,6,2,2,2,3,3,2,3,3,4,2,5,4,4,2,3,3,3,14,2
4,4,3,0,4,5,1,4,0,4,5,4,5,5,0,5,5,2,10,6,1,3,3,6,5,2,5,3,5,2,4,2,2,2,1,2,2,6,2
5,5,5,3,4,5,3,3,4,4,4,5,4,5,4,3,0,1,2,6,1,4,7,4,55,3,3,3,4,4,3,2,3,4,4,4,3,13,3
0,10,0,5,3,0,1,2,0,0,0,10,0,10,0,0,0,4,0,0,5,0,7,1,5,2,2,2,5,2,2,5,2,2,2,2,2,5,0
5,5,2,4,3,5,1,3,2,5,2,5,2,5,4,6,2,2,0,5,2,0,3,3,5,1,1,2,5,3,2,4,1,1,2,2,4,8,4
0,0,0,0,4,0,1,3,0,0,0,0,6,0,0,0,0,4,0,8,3,4,0,6,1,1,1,3,6,1,1,6,1,6,1,1,1,5,0
4,4,5,0,4,0,2,3,3,3,5,3,6,5,3,0,5,2,2,5,2,0,6,4,1,3,3,4,4,4,3,4,3,2,3,3,2,14,4
3,4,1,7,4,3,1,2,1,6,1,5,6,5,2,4,5,4,5,7,4,2,10,4,4,1,3,4,3,1,1,4,3,2,2,2,3,14,4
2,3,2,0,4,10,1,4,4,3,3,4,4,0,0,0,4,2,2,6,1,6,0,7,1,4,3,3,4,5,3,2,3,5,3,6,6,4,3
4,6,5,3,2,6,1,3,1,6,6,4,5,5,0,5,3,4,10,5,1,3,5,6,5,1,1,3,6,1,3,6,3,1,1,1,1,6,2
0,0,0,0,4,10,1,4,2,0,0,0,10,5,0,10,4,2,10,10,1,4,7,7,3,2,2,3,5,1,2,4,4,2,3,3,3,11,1
3,4,3,1,3,5,3,2,5,5,5,4,3,2,1,2,5,3,1,6,1,0,5,6,2,3,5,2,4,3,2,5,2,4,2,4,4,26,3
4,2,1,6,4,1,1,2,0,3,1,5,1,3,0,4,0,1,2,4,3,4,3,6,5,1,3,4,4,1,3,5,2,1,1,1,4,8,0
5,1,5,0,3,2,1,2,0,2,1,1,5,5,0,1,4,1,0,5,3,3,6,4,5,1,2,1,5,2,2,4,2,1,2,3,2,21,1
5,4,4,1,2,10,1,2,0,0,0,0,0,0,1,3,5,3,9,5,4,3,5,4,5,8,8,8,8,8,8,8,8,8,8,8,8,26,3
5,5,5,0,2,5,1,3,5,5,5,5,5,1,1,1,5,2,0,5,2,2,5,3,5,2,3,2,2,2,3,2,2,2,2,3,3,33,1
0,0,0,5,6,5,1,3,0,2,0,4,2,0,0,0,0,3,10,4,3,2,8,3,55,1,1,2,3,1,1,2,3,2,2,2,1,29,4
5,2,5,0,3,2,1,2,3,2,3,2,3,3,4,0,5,1,5,5,3,4,0,6,4,4,2,4,5,2,1,4,3,2,2,2,2,8,0
